,prices,locations,other
1063,R$ 750.055,"Recife, Boa Viagem",2 quartos | 55m² | Condomínio: R$ 270 | 1 vaga
1064,R$ 340.022,"Recife, Parnamirim",2 quartos | 50m² | Condomínio: R$ 220 | 1 vaga
1065,R$ 175.000,"Jaboatão dos Guararapes, Curado",2 quartos | 53m² | 1 vaga
1066,R$ 70.000,"Jaboatão dos Guararapes, Socorro",3 quartos | 68m² | 1 vaga
1067,R$ 141.000,"Jaboatão dos Guararapes, Candeias",2 quartos | 54m² | 1 vaga
1068,R$ 389.999,"Recife, Casa Forte",2 quartos | 49m² | 1 vaga
1069,R$ 175.000,Paulista,2 quartos | 60m² | 1 vaga
1070,R$ 152.000,"Jaboatão dos Guararapes, Candeias",2 quartos | 43m² | Condomínio: R$ 250 | 1 vaga
1071,R$ 670.000,Ipojuca,2 quartos | 45m² | Condomínio: R$ 160 | 1 vaga
1072,R$ 60.000R$ 125.000,"Camaragibe, Timbí",3 quartos | 143m² | Condomínio: R$ 200 | 2 vagas
1073,R$ 160.000,"Paulista, Pau Amarelo",4 quartos | 110m² | 1 vaga
1074,R$ 260.000,"Recife, Várzea",3 quartos | 98m² | 2 vagas
1075,R$ 180.000,"Paulista, Janga",4 quartos | 140m² | Condomínio: R$ 881 | 2 vagas
1076,R$ 695.055,"Recife, Boa Viagem",3 quartos | 73m² | 1 vaga
1077,R$ 550.000,"Recife, Boa Viagem",3 quartos | 64m² | 1 vaga
1078,R$ 321.088,"Caruaru, Indianópolis",3 quartos | 65m² | 1 vaga
1079,R$ 310.055,"Jaboatão dos Guararapes, Candeias",3 quartos | 63m² | 1 vaga
1080,R$ 380.000,"Recife, Recife",3 quartos | 70m² | 2 vagas
1081,R$ 300.055,"Jaboatão dos Guararapes, Piedade",2 quartos | 55m² | 1 vaga
1082,R$ 320.055,"Jaboatão dos Guararapes, Piedade",3 quartos | 84m² | Condomínio: R$ 600 | 2 vagas
1083,R$ 130.000,Paulista,2 quartos | 59m² | 1 vaga
1084,R$ 380.000,"Recife, Várzea",2 quartos | 54m² | 1 vaga
1085,R$ 235.055,"Jaboatão dos Guararapes, Candeias",3 quartos | 80m² | 2 vagas
1086,R$ 310.055,"Recife, Boa Viagem",4 quartos | 210m² | 4 vagas
1087,R$ 480.097,"Recife, Boa Viagem",2 quartos | 74m² | Condomínio: R$ 250 | 2 vagas
1088,R$ 2.249.055,"Recife, Recife",3 quartos | 100m² | Condomínio: R$ 450 | 2 vagas
1089,R$ 260.000,"Recife, Campo Grande",3 quartos | 73m² | 1 vaga
1090,R$ 370.000,"Caruaru, Universitário",3 quartos | 83m² | Condomínio: R$ 620 | 2 vagas
1091,R$ 320.906,"Caruaru, Indianópolis",2 quartos | 653m² | 1 vaga
1092,R$ 560.000,"Recife, Ponto de Parada",3 quartos | 61m² | 1 vaga
1093,R$ 324.900,"Recife, Madalena",3 quartos | 228m² | Condomínio: R$ 1.700 | 2 vagas
1094,R$ 330.050,"Recife, Prado",1 quarto | 47m² | Condomínio: R$ 400 | 1 vaga
1095,R$ 800.000,"Recife, Boa Viagem",4 quartos | 250m² | 2 vagas
1096,R$ 139.900R$ 165.000,"Caruaru, Maurício de Nassau",4 quartos | 188m² | 3 vagas
1097,R$ 350.000,"Jaboatão dos Guararapes, Piedade",2 quartos | 52m² | 1 vaga
1098,R$ 1.650.109,"Recife, 2 Irmãos",2 quartos | 0m² | 1 vaga
1099,R$ 184.900,"Jaboatão dos Guararapes, Candeias",3 quartos | 106m² | 2 vagas
1100,R$ 167.000,"Jaboatão dos Guararapes, Candeias",2 quartos | 1 vaga
1101,R$ 650.271,"Recife, Encruzilhada",4 quartos | 113m² | 2 vagas
1102,R$ 129.000,"Jaboatão dos Guararapes, Dois Carneiros",3 quartos | 89m² | 2 vagas
1103,R$ 830.000,"Recife, Rosarinho",3 quartos | 167m² | 2 vagas
1104,R$ 550.235,"Recife, Casa Amarela",2 quartos | 47m² | Condomínio: R$ 196 | 1 vaga
1105,R$ 950.000,"Recife, Boa Viagem",2 quartos | 45m² | 1 vaga
1106,R$ 85.000,"São Lourenço da Mata, Pixete",2 quartos | 45m² | 1 vaga
1107,R$ 165.027,"Jaboatão dos Guararapes, Candeias",2 quartos | 52m² | 1 vaga
1108,R$ 175.900,"Recife, Caxangá",4 quartos | 173m² | 3 vagas
1109,R$ 184.000,"Paulista, Janga",2 quartos | 57m² | 1 vaga
1110,R$ 1.100.257,"Recife, Santo Amaro",2 quartos | 54m² | Condomínio: R$ 90 | 1 vaga
1111,R$ 187.200,"Jaboatão dos Guararapes, Candeias",3 quartos | 53m²
1112,R$ 119.000,"Jaboatão dos Guararapes, Candeias",3 quartos | 77m² | 1 vaga
1113,R$ 134.000,"São Lourenço da Mata, Centro",2 quartos | 44m² | Condomínio: R$ 140 | 1 vaga
1114,R$ 523.000,"Recife, Boa Viagem",3 quartos | 120m² | Condomínio: R$ 250 | 1 vaga
1115,R$ 120.000,"Paulista, Pau Amarelo",3 quartos | 84m² | 3 vagas
1116,R$ 275.000,"Recife, Graças",2 quartos | 52m² | 1 vaga
1117,R$ 630.000R$ 720.000,"Recife, Rosarinho",2 quartos | 50m² | 1 vaga
1118,R$ 336.000,"Recife, Espinheiro",2 quartos | 48m² | 1 vaga
1119,R$ 339.999,"Recife, Tamarineira",1 quarto | 24m²
1120,R$ 312.000,"Recife, Madalena",3 quartos | 110m²
1121,R$ 225.217,"Recife, Boa Viagem",3 quartos | 114m² | Condomínio: R$ 750 | 2 vagas
1122,R$ 400.000,"Jaboatão dos Guararapes, Piedade",4 quartos | 134m² | Condomínio: R$ 832 | 3 vagas
1123,,"Recife, Espinheiro",1 vaga
1124,R$ 999.000R$ 1.100.000,"Jaboatão dos Guararapes, Candeias",3 quartos | 120m² | 3 vagas
1125,,"Recife, Torre",1 quarto | 24m² | 1 vaga
1126,R$ 900.000,"Jaboatão dos Guararapes, Piedade",3 quartos | 90m² | 1 vaga
1127,R$ 225.217,"Recife, Boa Viagem",2 quartos | 58m² | 1 vaga
1128,R$ 290.000,"Recife, Parnamirim",2 quartos | 52m² | 1 vaga
1129,R$ 425.000,"Recife, Monteiro",2 quartos | 51m² | 1 vaga
1130,R$ 266.000,"Recife, Caxangá",3 quartos | 93m² | 2 vagas
1131,R$ 273.000,"Recife, Boa Vista",3 quartos | 60m² | Condomínio: R$ 300 | 1 vaga
1132,R$ 778.231,"Recife, Boa Viagem",3 quartos | 71m² | Condomínio: R$ 0 | 1 vaga
1133,R$ 209.000,"Jaboatão dos Guararapes, Piedade",3 quartos | 84m² | 2 vagas
1134,R$ 485.300,"Recife, Boa Viagem",4 quartos | 107m² | 3 vagas
1135,R$ 285.000,"Jaboatão dos Guararapes, Piedade",1 quarto | 35m² | 1 vaga
1136,R$ 620.000,"Recife, Tamarineira",2 quartos | 50m² | 1 vaga
1137,R$ 244.246,"Recife, Encruzilhada",4 quartos | 136m² | 2 vagas
1138,R$ 349.186,"Recife, Boa Viagem",3 quartos | 0m²
1139,R$ 949.000,"Recife, Boa Viagem",2 quartos | 55m² | Condomínio: R$ 2 | 1 vaga
1140,R$ 180.000,"Recife, Boa Viagem",2 quartos | 1 vaga
1141,R$ 251.000,"Recife, Várzea",2 quartos | 42m² | 1 vaga
1142,R$ 203.000,"Jaboatão dos Guararapes, Candeias",1 quarto | 36m²
1143,R$ 35.000,"Recife, Brejo de Beberibe",1 quarto | 48m² | Condomínio: R$ 0 | 1 vaga
1144,R$ 279.368,"Recife, Pina",1 quarto | Condomínio: R$ 390 | 1 vaga
1145,R$ 250.000,"Recife, Boa Viagem",4 quartos | 134m² | 3 vagas
1146,R$ 300.000,"Recife, Espinheiro",2 quartos | 0m²
1147,,"Jaboatão dos Guararapes, Candeias",3 quartos | 59m² | 1 vaga
1148,R$ 170.000,"Jaboatão dos Guararapes, Candeias",4 quartos | 300m² | Condomínio: R$ 2.000 | 4 vagas
1149,R$ 310.014,"Recife, Ponto de Parada",2 quartos | 57m²
1150,R$ 1.749.999,Jaqueira,3 quartos | 81m² | Condomínio: R$ 567 | 1 vaga
1151,R$ 400.000,"Jaboatão dos Guararapes, Candeias",2 quartos | 55m² | Condomínio: R$ 278 | 1 vaga
1152,R$ 270.000,"Recife, Boa Viagem",2 quartos | 55m² | Condomínio: R$ 278 | 1 vaga
1153,R$ 160.000,"Recife, Areias",3 quartos | 106m² | 2 vagas
1154,R$ 160.000,"Recife, Areias",3 quartos | 89m² | 2 vagas
1155,R$ 645.000,"Recife, Boa Viagem",3 quartos | 110m² | 2 vagas
1156,,"Jaboatão dos Guararapes, Candeias",3 quartos | 69m² | 1 vaga
1157,R$ 450.000,"Recife, Boa Viagem",2 quartos | 52m² | Condomínio: R$ 350 | 1 vaga
1158,R$ 368.000,"Recife, Imbiribeira",3 quartos | 72m² | Condomínio: R$ 170 | 1 vaga
1159,R$ 320.000,"Recife, Boa Viagem",3 quartos | 68m² | Condomínio: R$ 550 | 1 vaga
1160,R$ 119.000,"Recife, Boa Viagem",2 quartos | 57m² | 1 vaga
1161,R$ 385.000,Recife,3 quartos | 73m² | 1 vaga
1162,R$ 279.990,"Recife, Santo Amaro",3 quartos | 108m² | Condomínio: R$ 800 | 2 vagas
1163,R$ 321.139,"Caruaru, Indianópolis",1 quarto | 29m² | Condomínio: R$ 80 | 1 vaga
1164,R$ 700.000,"Recife, Boa Viagem",3 quartos | 70m² | Condomínio: R$ 290 | 1 vaga
1165,R$ 100.000,"Jaboatão dos Guararapes, Candeias",2 quartos | 76m² | 1 vaga
1166,R$ 312.000,"Jaboatão dos Guararapes, Piedade",3 quartos | 80m² | Condomínio: R$ 400 | 1 vaga
1167,R$ 250.000,"Recife, Boa Viagem",4 quartos | 430m² | 5 ou mais vaga
1168,R$ 290.000R$ 300.000,"Jaboatão dos Guararapes, Candeias",1 quarto | 33m² | 1 vaga
1169,R$ 3.300.000R$ 3.400.000,"Recife, Parnamirim",4 quartos | 175m² | Condomínio: R$ 0 | 2 vagas
1170,R$ 240.000,Ipojuca,3 quartos | 84m² | 2 vagas
1171,R$ 600.000,"Recife, Ibura",2 quartos | 60m² | 1 vaga
1172,R$ 525.263,"Recife, Aflitos",2 quartos | 46m² | 1 vaga
1173,R$ 306.244,"Jaboatão dos Guararapes, Piedade",3 quartos | 7372m² | Condomínio: R$ 605 | 1 vaga
1174,R$ 119.000,"São Lourenço da Mata, Muribara",2 quartos | 47m² | 1 vaga
1175,R$ 450.000,"Recife, Pina",2 quartos | 52m² | 1 vaga
1176,R$ 135.000,"Paulista, Nossa Senhora do Ó",3 quartos | 93m² | 1 vaga
1177,R$ 162.000,"Paulista, Janga",3 quartos | 98m² | Condomínio: R$ 650 | 2 vagas
1178,R$ 130.000,"Paulista, Pau Amarelo",2 quartos | 53m² | Condomínio: R$ 345 | 2 vagas
1179,R$ 640.000,"Jaboatão dos Guararapes, Candeias",4 quartos | 160m² | Condomínio: R$ 1.500 | 3 vagas
1180,R$ 240.000,"Recife, Cordeiro",4 quartos | 135m² | 2 vagas
1181,R$ 1.049.999R$ 1.050.000,"Recife, Boa Viagem",1 quarto | 33m² | Condomínio: R$ 693 | 1 vaga
1182,R$ 998.000,"Jaboatão dos Guararapes, Candeias",3 quartos | 60m² | 1 vaga
1183,R$ 233.999R$ 235.000,"Recife, Boa Viagem",3 quartos | 89m² | 2 vagas
1184,R$ 468.941,"Recife, Madalena",2 quartos | 43m² | 1 vaga
1185,R$ 559.230,"Jaboatão dos Guararapes, Centro",1 quarto | 47m² | 1 vaga
1186,R$ 250.000,"Recife, Torre",4 quartos | 208m² | 3 vagas
1187,R$ 380.201,Tamandaré,2 quartos | 57m² | Condomínio: R$ 1 | 1 vaga
1188,R$ 1.450.000,"Recife, Madalena",5 ou mais quarto | 258m² | Condomínio: R$ 1 | 4 vagas
1189,R$ 289.972,"Recife, Santo Amaro",3 quartos | 134m² | Condomínio: R$ 1.050 | 3 vagas
1190,R$ 1.750.000,"Recife, Poço",4 quartos | 132m² | Condomínio: R$ 1 | 1 vaga
1191,R$ 750.010,"Recife, Espinheiro",2 quartos | 50m² | 1 vaga
1192,R$ 750.010,"Recife, Boa Viagem",2 quartos | 48m² | 1 vaga
1193,R$ 122.085,"Jaboatão dos Guararapes, Dois Carneiros",4 quartos | 132m² | Condomínio: R$ 1.130 | 2 vagas
1194,R$ 240.000,"Recife, Várzea",3 quartos | 70m² | Condomínio: R$ 500 | 1 vaga
1195,R$ 620.000R$ 700.000,"Recife, Encruzilhada",2 quartos | 72m² | Condomínio: R$ 70 | 1 vaga
1196,R$ 390.000,"Recife, Madalena",3 quartos | 98m² | 2 vagas
1197,R$ 195.000,"Caruaru, Boa Vista",3 quartos | 68m² | 1 vaga
1198,R$ 900.000,"Recife, Boa Viagem",2 quartos | 57m² | 1 vaga
1199,R$ 345.000,"Recife, Boa Viagem",3 quartos | 68m² | 1 vaga
1200,R$ 269.000R$ 305.000,"Recife, Imbiribeira",0m² | Condomínio: R$ 1.000
1201,R$ 345.000,"Recife, Pina",4 quartos | 234m² | 3 vagas
1202,R$ 880.000,"Recife, Boa Viagem",2 quartos | 43m² | 1 vaga
1203,R$ 2.350.000,Recife,3 quartos | 155m² | Condomínio: R$ 1.100 | 3 vagas
1204,R$ 165.119,"Jaboatão dos Guararapes, Candeias",3 quartos | 68m² | 1 vaga
1205,R$ 680.000,"Recife, Encruzilhada",1 quarto | 40m² | 1 vaga
1206,R$ 345.000,"Recife, Pina",2 quartos | 53m² | 1 vaga
1207,R$ 100.000,"Jaboatão dos Guararapes, Candeias",3 quartos | 70m² | 1 vaga
1208,R$ 142.198,"Jaboatão dos Guararapes, Candeias",3 quartos | 66m² | Condomínio: R$ 0 | 1 vaga
1209,R$ 120.000,"Paulista, Pau Amarelo",2 quartos | Condomínio: R$ 240 | 1 vaga
1210,,"Recife, Espinheiro",2 quartos | 60m² | Condomínio: R$ 200 | 1 vaga
1211,R$ 170.000,"Olinda, Peixinhos",2 quartos | 41m² | 1 vaga
1212,R$ 280.000,"Caruaru, Luiz Gonzaga",2 quartos | 46m² | 1 vaga
1213,R$ 144.166,"Camaragibe, Alberto Maia",3 quartos | 95m² | 2 vagas
1214,R$ 234.997,"Recife, Várzea",3 quartos | 68m² | Condomínio: R$ 660 | 1 vaga
1215,R$ 620.000,"Olinda, Casa Caiada",2 quartos | 41m² | 1 vaga
1216,R$ 245.000,"Recife, Encruzilhada",4 quartos | 225m² | Condomínio: R$ 1.242 | 4 vagas
1217,R$ 150.190,"Paulista, Maranguape I",2 quartos | 50m² | 1 vaga
1218,R$ 1.100.000R$ 1.200.000,"Recife, Casa Forte",3 quartos | 67m² | 1 vaga
1219,R$ 124.685,"São Lourenço da Mata, Muribara",3 quartos | 67m² | 1 vaga
1220,R$ 450.500,"Recife, Tamarineira",3 quartos | 66m² | 1 vaga
1221,R$ 451.000,"Recife, Tamarineira",3 quartos | 60m² | 1 vaga
1222,R$ 452.000,"Recife, Tamarineira",2 quartos | 49m² | 1 vaga
1223,R$ 299.900R$ 385.000,"Recife, Ilha do Retiro",3 quartos | 66m² | 1 vaga
1224,R$ 176.016,"Recife, Várzea",2 quartos | 49m² | 1 vaga
1225,R$ 450.000,"Recife, Tamarineira",2 quartos | 47m² | 1 vaga
1226,R$ 219.000R$ 230.000,Olinda,4 quartos | 287m² | Condomínio: R$ 2.000 | 3 vagas
1227,R$ 186.042,"Recife, Estância",2 quartos | 54m² | Condomínio: R$ 430 | 1 vaga
1228,R$ 1.100.000R$ 1.350.000,"Recife, Graças",5 ou mais quarto | 447m²
1229,R$ 180.000,"Paulista, Janga",2 quartos | 52m² | Condomínio: R$ 397 | 1 vaga
1230,R$ 1.000.000R$ 1.200.000,"Jaboatão dos Guararapes, Piedade",2 quartos | 47m² | 1 vaga
1231,R$ 288.800,"Recife, Caxangá",2 quartos | 48m² | 1 vaga
1232,R$ 234.989,"Recife, Várzea",4 quartos | 211m² | Condomínio: R$ 1.400 | 2 vagas
1233,R$ 148.190,"Jaboatão dos Guararapes, Candeias",3 quartos | 94m² | 2 vagas
1234,R$ 890.000,"Olinda, Jardim Atlântico",2 quartos | 42m² | Condomínio: R$ 0 | 1 vaga
1235,R$ 661.181,"Recife, Parnamirim",3 quartos | 137m² | Condomínio: R$ 0 | 1 vaga
1236,R$ 155.000,"Paulista, Maranguape I",2 quartos | 50m² | Condomínio: R$ 1 | 1 vaga
1237,R$ 440.000,"Recife, Espinheiro",2 quartos | 55m² | 1 vaga
1238,R$ 147.010,"Jaboatão dos Guararapes, Candeias",2 quartos | 45m² | Condomínio: R$ 1 | 1 vaga
1239,R$ 260.000,"Jaboatão dos Guararapes, Piedade",2 quartos | 47m² | Condomínio: R$ 1 | 1 vaga
1240,R$ 122.010,"São Lourenço da Mata, Muribara",2 quartos | 72m² | Condomínio: R$ 130 | 1 vaga
1241,R$ 132.010,"Jaboatão dos Guararapes, Candeias",2 quartos | 45m² | Condomínio: R$ 1 | 1 vaga
1242,R$ 165.000,"Recife, Imbiribeira",2 quartos | 45m² | Condomínio: R$ 1 | 1 vaga
1243,R$ 189.910,"Recife, Caxangá",2 quartos | 46m² | 1 vaga
1244,R$ 139.010,"Camaragibe, Santa Mônica",2 quartos | 41m² | Condomínio: R$ 1 | 1 vaga
1245,R$ 234.999,"Recife, Várzea",2 quartos | 45m² | Condomínio: R$ 1 | 1 vaga
1246,R$ 120.010,"Paulista, Janga",2 quartos | 45m² | Condomínio: R$ 1 | 1 vaga
1247,R$ 179.010,"Paulista, Centro",2 quartos | 41m² | Condomínio: R$ 10 | 1 vaga
1248,R$ 140.710,"Paulista, Centro",2 quartos | 41m² | Condomínio: R$ 1 | 1 vaga
1249,R$ 145.010,"Jaboatão dos Guararapes, Barra de Jangada",2 quartos | 42m² | Condomínio: R$ 1 | 1 vaga
1250,R$ 143.010,"Olinda, Rio Doce",2 quartos | 41m²
1251,R$ 119.010,"Jaboatão dos Guararapes, Barra de Jangada",2 quartos | 42m² | Condomínio: R$ 1 | 1 vaga
1252,R$ 260.000,"Recife, Caxangá",2 quartos | 42m² | Condomínio: R$ 1 | 1 vaga
1253,R$ 118.010,"Paulista, Maranguape I",2 quartos | 46m² | Condomínio: R$ 1 | 1 vaga
1254,R$ 118.010,"Jaboatão dos Guararapes, Sucupira",2 quartos | 42m² | Condomínio: R$ 1 | 1 vaga
1255,R$ 122.010,"Jaboatão dos Guararapes, Dois Carneiros",3 quartos | 136m² | Condomínio: R$ 1.050 | 2 vagas
1256,R$ 128.010,"Recife, Guabiraba",1 quarto | 40m² | Condomínio: R$ 370 | 1 vaga
1257,R$ 800.000,"Recife, Graças",1 quarto | 33m² | Condomínio: R$ 0 | 1 vaga
1258,R$ 155.000,"Recife, Pina",2 quartos | 46m² | 1 vaga
1259,R$ 370.000,"Recife, Boa Viagem",3 quartos | 80m² | 2 vagas
1260,R$ 235.000,"Recife, Várzea",3 quartos | 84m² | 2 vagas
1261,R$ 510.000,"Recife, Boa Viagem",2 quartos | 45m² | 1 vaga
1262,R$ 500.000,"Recife, Torre",2 quartos | 44m² | Condomínio: R$ 210 | 1 vaga
1263,R$ 250.010,"Recife, Torre",2 quartos | 46m² | Condomínio: R$ 210 | 1 vaga
1264,R$ 252.000,"Recife, Torre",2 quartos | 46m² | 1 vaga
1265,R$ 251.000,"Recife, Torre",2 quartos | 45m² | Condomínio: R$ 215 | 1 vaga
1266,R$ 250.111,"Recife, Torre",2 quartos | 46m² | Condomínio: R$ 225 | 1 vaga
1267,R$ 250.300,"Recife, Torre",2 quartos | 44m² | 1 vaga
1268,R$ 250.320,"Recife, Torre",2 quartos | 46m² | Condomínio: R$ 220 | 1 vaga
1269,R$ 250.150,"Recife, Torre",3 quartos | 90m² | 2 vagas
1270,R$ 250.900,"Recife, Torre",1 quarto | 28m² | 1 vaga
1271,R$ 687.500,"Recife, Iputinga",3 quartos | 125m² | Condomínio: R$ 900 | 2 vagas
1272,R$ 240.044,Ipojuca,4 quartos | 280m² | Condomínio: R$ 2.420 | 3 vagas
1273,R$ 799.999,"Recife, Boa Viagem",2 quartos | 53m² | 1 vaga
1274,R$ 1.400.000,"Jaboatão dos Guararapes, Piedade",3 quartos | 108m² | 4 vagas
1275,R$ 288.000,"Recife, Várzea",2 quartos | 47m² | 1 vaga
1276,R$ 399.152,Paudalho,3 quartos | 64m² | 1 vaga
1277,R$ 235.000,"Recife, Várzea",3 quartos | 63m² | 1 vaga
1278,R$ 170.001,"Paulista, Centro",2 quartos | 46m² | 1 vaga
1279,R$ 190.000,"Paulista, Nossa Senhora do Ó",4 quartos | 205m² | 3 vagas
1280,R$ 120.000,"São Lourenço da Mata, Centro",2 quartos | 57m² | 1 vaga
1281,R$ 1.580.086,"Recife, Jaqueira",3 quartos | 60m² | Condomínio: R$ 0 | 1 vaga
1282,R$ 318.000,"Recife, Soledade",4 quartos | 312m²
1283,,"Recife, Cordeiro",2 quartos | 61m² | Condomínio: R$ 200 | 1 vaga
1284,R$ 6.854.000,Recife,2 quartos | 51m² | 1 vaga
1285,R$ 120.000,"Caruaru, Nova Caruaru",2 quartos | 120m² | Condomínio: R$ 0 | 1 vaga
1286,R$ 336.142,"Recife, Encruzilhada",2 quartos | 56m² | 1 vaga
1287,R$ 190.000,"Paulista, Jaguaribe",2 quartos | Condomínio: R$ 290 | 1 vaga
1288,R$ 242.151,"Caruaru, Indianópolis",2 quartos | 56m² | 1 vaga
1289,R$ 259.000,"Recife, Boa Viagem",2 quartos | Condomínio: R$ 0 | 1 vaga
1290,R$ 242.188,"Caruaru, Indianópolis",4 quartos | 120m² | Condomínio: R$ 1.000 | 2 vagas
1291,R$ 15.000,"Igarassu, Triunfo",1 quarto | 35m² | Condomínio: R$ 290 | 1 vaga
1292,R$ 700.000,"Recife, Imbiribeira",2 quartos | 59m² | Condomínio: R$ 140 | 1 vaga
1293,R$ 215.000R$ 230.000,"Recife, Boa Viagem",4 quartos | 121m² | 2 vagas
1294,R$ 160.000,"Caruaru, Indianópolis",2 quartos | 42m² | 1 vaga
1295,R$ 819.158,"Recife, Santo Amaro",2 quartos | 45m² | 1 vaga
1296,R$ 112.000,"Jaboatão dos Guararapes, Marcos Freire",2 quartos | 42m² | 1 vaga
1297,R$ 146.000,"Paulista, Centro",2 quartos | 42m² | 1 vaga
1298,R$ 116.000,"Paulista, Maranguape I",2 quartos | 45m² | 1 vaga
1299,R$ 122.000,"Jaboatão dos Guararapes, Barra de Jangada",2 quartos | 43m² | 1 vaga
1300,R$ 141.000,"Camaragibe, Santa Mônica",2 quartos | 41m² | 1 vaga
1301,R$ 149.000,"Jaboatão dos Guararapes, Engenho Velho",2 quartos | 49m² | 1 vaga
1302,R$ 144.000,"Camaragibe, Alberto Maia",2 quartos | 47m² | 1 vaga
1303,R$ 190.000,"Recife, Campina do Barreto",2 quartos | 49m² | 1 vaga
1304,R$ 144.000,"Paulista, Centro",2 quartos | 47m² | 1 vaga
1305,R$ 190.000,"Recife, Campina do Barreto",2 quartos | 42m² | 1 vaga
1306,R$ 144.000,"Paulista, Centro",2 quartos | 49m² | 1 vaga
1307,R$ 130.000,"Jaboatão dos Guararapes, Candeias",2 quartos | 45m² | 1 vaga
1308,R$ 120.000,"Paulista, Paratibe",2 quartos | 41m² | 1 vaga
1309,R$ 146.000,"Paulista, Centro",2 quartos | 43m² | 1 vaga
1310,R$ 144.000,"Camaragibe, Alberto Maia",2 quartos | 53m² | 1 vaga
1311,R$ 146.000,"Paulista, Maranguape I",2 quartos | 42m² | 1 vaga
1312,R$ 141.000,"Jaboatão dos Guararapes, Candeias",3 quartos | 56m² | 1 vaga
1313,R$ 120.000,"Paulista, Janga",2 quartos | 42m² | 1 vaga
1314,R$ 180.000,"Paulista, Aurora",2 quartos | 49m² | 1 vaga
1315,R$ 112.000,"Jaboatão dos Guararapes, Marcos Freire",2 quartos | 53m² | 1 vaga
1316,R$ 189.000,"Recife, Campina do Barreto",2 quartos | 44m² | 1 vaga
1317,R$ 141.000,"Jaboatão dos Guararapes, Candeias",2 quartos | 47m² | 1 vaga
1318,R$ 155.000,"Paulista, Maranguape I",2 quartos | 47m² | 1 vaga
1319,R$ 188.000,"Recife, Tejipió",2 quartos | 49m² | 1 vaga
1320,R$ 188.000,"Recife, Tejipió",2 quartos | 43m² | 1 vaga
1321,R$ 189.000,"Recife, Campina do Barreto",2 quartos | 42m² | 1 vaga
1322,R$ 144.000,"Jaboatão dos Guararapes, Engenho Velho",2 quartos | 42m² | 1 vaga
1323,R$ 120.000,"Paulista, Janga",2 quartos | 42m² | 1 vaga
1324,R$ 122.000,"Paulista, Maranguape I",2 quartos | 43m² | 1 vaga
1325,R$ 112.000,"Jaboatão dos Guararapes, Barra de Jangada",2 quartos | 42m² | 1 vaga
1326,R$ 149.000,"Paulista, Maranguape I",2 quartos | 53m² | 1 vaga
1327,R$ 116.000,"Paulista, Maranguape I",2 quartos | 42m² | 1 vaga
1328,R$ 141.000,"Jaboatão dos Guararapes, Candeias",2 quartos | 42m² | 1 vaga
1329,R$ 120.000,"Paulista, Janga",2 quartos | 50m² | 1 vaga
1330,R$ 100.000,"Jaboatão dos Guararapes, Marcos Freire",2 quartos | 42m² | 1 vaga
1331,R$ 130.000,"Jaboatão dos Guararapes, Candeias",2 quartos | 42m² | 1 vaga
1332,R$ 102.000,"Jaboatão dos Guararapes, Marcos Freire",2 quartos | 41m² | 1 vaga
1333,R$ 116.000,"Paulista, Maranguape I",2 quartos | 53m² | 1 vaga
1334,R$ 143.000,"Camaragibe, Santa Mônica",2 quartos | 42m² | 1 vaga
1335,R$ 142.000,"Jaboatão dos Guararapes, Candeias",4 quartos | 136m² | 2 vagas
1336,R$ 120.000,"Paulista, Paratibe",3 quartos | 89m² | 2 vagas
1337,R$ 750.479,"Recife, Boa Viagem",3 quartos | 165m² | 2 vagas
1338,R$ 620.288,"Recife, Rosarinho",2 quartos | 1 vaga
1339,R$ 699.934,"Recife, Casa Forte",4 quartos | 14000m² | 2 vagas
1340,R$ 369.500,"Olinda, Bairro Novo",2 quartos | 1 vaga
1341,R$ 1.159.650,"Recife, Monteiro",4 quartos | 113m² | 2 vagas
1342,R$ 184.000,"Paulista, Janga",4 quartos | 134m² | 3 vagas
1343,R$ 949.604,"Recife, Encruzilhada",2 quartos | 52m² | Condomínio: R$ 280 | 1 vaga
1344,R$ 1.134.453,"Jaboatão dos Guararapes, Candeias",2 quartos | 52m² | Condomínio: R$ 280 | 1 vaga
1345,R$ 249.937,"Recife, Santo Amaro",2 quartos | 52m² | Condomínio: R$ 280 | 1 vaga
1346,R$ 249.932,"Recife, Santo Amaro",4 quartos | 163m² | 3 vagas
1347,R$ 249.333,"Recife, Santo Amaro",2 quartos | 44m² | Condomínio: R$ 300 | 1 vaga
1348,R$ 1.501.285,"Recife, Boa Viagem",2 quartos | 44m² | Condomínio: R$ 300 | 1 vaga
1349,R$ 259.988,"Recife, Torre",2 quartos | 43m² | Condomínio: R$ 300 | 1 vaga
1350,R$ 269.954,"Recife, Torre",2 quartos | 44m² | Condomínio: R$ 300 | 1 vaga
1351,R$ 259.966,"Recife, Torre",4 quartos | 152m² | 2 vagas
1352,R$ 259.731,"Recife, Torre",3 quartos | 64m² | 1 vaga
1353,R$ 1.280.071,"Recife, Encruzilhada",2 quartos | 53m² | Condomínio: R$ 398 | 1 vaga
1354,R$ 259.934,"Paulista, Janga",4 quartos | 152m² | 2 vagas
1355,R$ 179.917,"Paulista, Janga",2 quartos | 52m² | Condomínio: R$ 398 | 1 vaga
1356,R$ 1.465.469,"Recife, Pina",2 quartos | 53m² | 1 vaga
1357,R$ 179.944,"Paulista, Janga",4 quartos | 120m² | 2 vagas
